rating,date,variation,text,label,cleaned_text,normalized_text,tokens,token_count,processed_text
3,30-Jul-18,Black  Dot,Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,1,alexa is pretty basic and almost like a toy shouldn t have been released into the market without proper development speech recognition fails to understand basic american and british accent the music it can play is very restrictive speech isn t refined in a way that we understand a almost a human is speaking linking to youtube via amazon web services doesn t work,alexa is pretty basic and almost like a toy shouldn t have been released into the market without proper development speech recognition fails to understand basic american and british accent the music it can play is very restrictive speech isn t refined in a way that we understand a almost a human is speaking linking to youtube via amazon web services doesn t work,alexa pretti basic almost like toy releas market without proper develop speech recognit fail understand basic american british accent music play restrict speech refin way understand almost human speak link youtub via amazon web servic work,36,alexa pretti basic almost like toy releas market without proper develop speech recognit fail understand basic american british accent music play restrict speech refin way understand almost human speak link youtub via amazon web servic work
5,30-Jul-18,White  Dot,Set up is so easy.,1,set up is so easy,set up is so easy,set easi,2,set easi
5,30-Jul-18,Black  Dot,Love it,1,love it,love it,love,1,love
4,30-Jul-18,Black  Dot,I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.,1,i m amazed with the alarm i tell alexa to wake me up to a particular song and it does i love the play list if music not sure if i don t keep prime if music will still be available however i did love the fact amazon gave me music free for months they should have given prime free for months as well,i m amazed with the alarm i tell alexa to wake me up to a particular song and it does i love the play list if music not sure if i don t keep prime if music will still be available however i did love the fact amazon gave me music free for months they should have given prime free for months as well,amaz alarm tell alexa wake particular song love play list music sure keep prime music still avail howev love fact amazon gave music free month given prime free month well,30,amaz alarm tell alexa wake particular song love play list music sure keep prime music still avail howev love fact amazon gave music free month given prime free month well
5,30-Jul-18,White  Dot,I love all of the things that it can do. I can play with it and learn from it.,1,i love all of the things that it can do i can play with it and learn from it,i love all of the things that it can do i can play with it and learn from it,love thing play learn,4,love thing play learn
5,30-Jul-18,Black  Dot,"Been debating on getting one, but am happy I did! Still more to explore. Thanks!",1,been debating on getting one but am happy i did still more to explore thanks,been debating on getting one but am happy i did still more to explore thanks,debat get one happi still explor thank,7,debat get one happi still explor thank
5,30-Jul-18,White  Dot,"I'm finding more and more uses for this all the time. It keeps me informed with news and weather, I can get a daily Bible verse, and have it play music. New skills are added all the time. The future is here!",1,i m finding more and more uses for this all the time it keeps me informed with news and weather i can get a daily bible verse and have it play music new skills are added all the time the future is here,i m finding more and more uses for this all the time it keeps me informed with news and weather i can get a daily bible verse and have it play music new skills are added all the time the future is here,find use time keep inform news weather get daili bibl vers play music new skill ad time futur,18,find use time keep inform news weather get daili bibl vers play music new skill ad time futur
5,30-Jul-18,White  Dot,I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1,i love to watch my wife argue with alexa i woke up one night listening to alexa talking to my cell phone,i love to watch my wife argue with alexa i woke up one night listening to alexa talking to my cell phone,love watch wife argu alexa woke one night listen alexa talk cell phone,13,love watch wife argu alexa woke one night listen alexa talk cell phone
4,30-Jul-18,Black  Dot,Gave as a gift - they loved it.,1,gave as a gift they loved it,gave as a gift they loved it,gave gift love,3,gave gift love
5,30-Jul-18,Black  Dot,The Echo Dot was everything that I expected and more.,1,the echo dot was everything that i expected and more,the echo dot was everything that i expected and more,echo dot everyth expect,4,echo dot everyth expect
