label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
4,eat ice cream bad doubl dutch alreadi eaten hehe,eat ice cream bad doubl dutch alreadi eaten hehe,eat ice cream bad doubl dutch alreadi eaten hehe,eat ice cream bad doubl dutch alreadi eaten hehe,9,eat ice cream bad doubl dutch alreadi eaten hehe
4,happi pic everyon visit comment also better buy,happi pic everyon visit comment also better buy,happi pic everyon visit comment also better buy,happi pic everyon visit comment also better buy,8,happi pic everyon visit comment also better buy
0,wish man dream would come pick put shoulder seem unlik day age,wish man dream would come pick put shoulder seem unlik day age,wish man dream would come pick put shoulder seem unlik day age,wish man dream come pick put shoulder seem unlik day age,11,wish man dream come pick put shoulder seem unlik day age
4,happi mother day love mommi,happi mother day love mommi,happi mother day love mommi,happi mother day love mommi,5,happi mother day love mommi
4,lol thought look gross,lol thought look gross,lol thought look gross,lol thought look gross,4,lol thought look gross
4,morn tweet,morn tweet,morn tweet,morn tweet,2,morn tweet
4,definit real man ooh song idea,definit real man ooh song idea,definit real man ooh song idea,definit real man ooh song idea,6,definit real man ooh song idea
0,r u fun wit da babi kitti amp littl kid play wif babi around,r u fun wit da babi kitti amp littl kid play wif babi around,r u fun wit da babi kitti amp littl kid play wif babi around,fun wit da babi kitti amp littl kid play wif babi around,12,fun wit da babi kitti amp littl kid play wif babi around
0,suppos ask type question ir audit,suppos ask type question ir audit,suppos ask type question ir audit,suppo ask type question ir audit,6,suppo ask type question ir audit
4,snuggl new kitti,snuggl new kitti,snuggl new kitti,snuggl new kitti,3,snuggl new kitti
4,lol aaw guess that still fun,lol aaw guess that still fun,lol aaw guess that still fun,lol aaw guess still fun,5,lol aaw guess still fun
4,mention earlier danni hugger gosh wish hug someday seem realli huggabl,mention earlier danni hugger gosh wish hug someday seem realli huggabl,mention earlier danni hugger gosh wish hug someday seem realli huggabl,mention earlier danni hugger gosh wish hug someday seem realli huggabl,11,mention earlier danni hugger gosh wish hug someday seem realli huggabl
0,yr old jump bed usand pretti much kiss good night sleep goodby,yr old jump bed usand pretti much kiss good night sleep goodby,yr old jump bed usand pretti much kiss good night sleep goodby,yr old jump bed usand pretti much kiss good night sleep goodbi,12,yr old jump bed usand pretti much kiss good night sleep goodbi
4,wooo e awesom new psp go leak final news,wooo e awesom new psp go leak final news,wooo e awesom new psp go leak final news,wooo awesom new psp go leak final news,8,wooo awesom new psp go leak final news
0,sleepless night need good book noth appeal right,sleepless night need good book noth appeal right,sleepless night need good book noth appeal right,sleepless night need good book noth appeal right,8,sleepless night need good book noth appeal right
0,realli tomorrow though mayb free,realli tomorrow though mayb free,realli tomorrow though mayb free,realli tomorrow though mayb free,5,realli tomorrow though mayb free
0,wake upahh headach,wake upahh headach,wake upahh headach,wake upahh headach,3,wake upahh headach
4,home gonna hw could final go home lunch,home gonna hw could final go home lunch,home gonna hw could final go home lunch,home gon na hw final go home lunch,8,home gon na hw final go home lunch
0,technic camera arent allow concert still id love photo nkotb cruis,technic camera arent allow concert still id love photo nkotb cruis,technic camera arent allow concert still id love photo nkotb cruis,technic camera arent allow concert still id love photo nkotb crui,11,technic camera arent allow concert still id love photo nkotb crui
0,ive done ww need cold war that biggest topic,ive done ww need cold war that biggest topic,ive done ww need cold war that biggest topic,ive done ww need cold war biggest topic,8,ive done ww need cold war biggest topic
0,stop play tweeti without fair stuck work,stop play tweeti without fair stuck work,stop play tweeti without fair stuck work,stop play tweeti without fair stuck work,7,stop play tweeti without fair stuck work
4,keith jarret one seed quotconcentrationquot channel pandora write cant resist american rout,keith jarret one seed quotconcentrationquot channel pandora write cant resist american rout,keith jarret one seed quotconcentrationquot channel pandora write cant resist american rout,keith jarret one seed channel pandora write cant resist american rout,11,keith jarret one seed channel pandora write cant resist american rout
0,sad tonight dont know want sammi ok,sad tonight dont know want sammi ok,sad tonight dont know want sammi ok,sad tonight dont know want sammi ok,7,sad tonight dont know want sammi ok
4,air breath like pill know kind thing make chang daniel odonnel jim reev,air breath like pill know kind thing make chang daniel odonnel jim reev,air breath like pill know kind thing make chang daniel odonnel jim reev,air breath like pill know kind thing make chang daniel odonnel jim reev,13,air breath like pill know kind thing make chang daniel odonnel jim reev
0,serious suck much want hang everyon right like use,serious suck much want hang everyon right like use,serious suck much want hang everyon right like use,seriou suck much want hang everyon right like use,9,seriou suck much want hang everyon right like use
4,pretti nifti day today go emili housese arrongo arthursback mine,pretti nifti day today go emili housese arrongo arthursback mine,pretti nifti day today go emili housese arrongo arthursback mine,pretti nifti day today go emili houses arrongo arthursback mine,10,pretti nifti day today go emili houses arrongo arthursback mine
0,work movi theatr toledo id let come see free,work movi theatr toledo id let come see free,work movi theatr toledo id let come see free,work movi theatr toledo id let come see free,9,work movi theatr toledo id let come see free
4,beauti day southern ireland sun scorch,beauti day southern ireland sun scorch,beauti day southern ireland sun scorch,beauti day southern ireland sun scorch,6,beauti day southern ireland sun scorch
0,think im gunna go play sim iphon stupid uk wish mac,think im gunna go play sim iphon stupid uk wish mac,think im gunna go play sim iphon stupid uk wish mac,think im gunna go play sim iphon stupid uk wish mac,11,think im gunna go play sim iphon stupid uk wish mac
0,broken charger,broken charger,broken charger,broken charger,2,broken charger
4,sound like fun place day mayb offic could requisit helmet,sound like fun place day mayb offic could requisit helmet,sound like fun place day mayb offic could requisit helmet,sound like fun place day mayb offic requisit helmet,9,sound like fun place day mayb offic requisit helmet
4,hahaha iz okay funni read convers hahahaha mwah,hahaha iz okay funni read convers hahahaha mwah,hahaha iz okay funni read convers hahahaha mwah,hahaha iz okay funni read conver hahahaha mwah,8,hahaha iz okay funni read conver hahahaha mwah
4,watch guy radio show entertain enjoy much,watch guy radio show entertain enjoy much,watch guy radio show entertain enjoy much,watch guy radio show entertain enjoy much,7,watch guy radio show entertain enjoy much
0,sound like ultim result gun control,sound like ultim result gun control,sound like ultim result gun control,sound like ultim result gun control,6,sound like ultim result gun control
0,work relat get soooo morn person,work relat get soooo morn person,work relat get soooo morn person,work relat get soooo morn person,6,work relat get soooo morn person
0,hope photo work mine particular photo us didnt work,hope photo work mine particular photo us didnt work,hope photo work mine particular photo us didnt work,hope photo work mine particular photo us didnt work,9,hope photo work mine particular photo us didnt work
0,haha kno,haha kno,haha kno,haha kno,2,haha kno
4,long weekend sleep saturday move back room carpet done yay,long weekend sleep saturday move back room carpet done yay,long weekend sleep saturday move back room carpet done yay,long weekend sleep saturday move back room carpet done yay,10,long weekend sleep saturday move back room carpet done yay
4,alway scare lol,alway scare lol,alway scare lol,alway scare lol,3,alway scare lol
0,photo post graveyard concret block peopl live around kid play peopl take drug peopl sex,photo post graveyard concret block peopl live around kid play peopl take drug peopl sex,photo post graveyard concret block peopl live around kid play peopl take drug peopl sex,photo post graveyard concret block peopl live around kid play peopl take drug peopl sex,15,photo post graveyard concret block peopl live around kid play peopl take drug peopl sex
4,graduat guin gallon challeng woo,graduat guin gallon challeng woo,graduat guin gallon challeng woo,graduat guin gallon challeng woo,5,graduat guin gallon challeng woo
0,agin,agin,agin,agin,1,agin
4,knowsimon softi,knowsimon softi,knowsimon softi,knowsimon softi,2,knowsimon softi
4,great game golf nappi nap time roof sun,great game golf nappi nap time roof sun,great game golf nappi nap time roof sun,great game golf nappi nap time roof sun,8,great game golf nappi nap time roof sun
0,cant resolv worldniccom network solut domain guess outag,cant resolv worldniccom network solut domain guess outag,cant resolv worldniccom network solut domain guess outag,cant resolv worldniccom network solut domain guess outag,8,cant resolv worldniccom network solut domain guess outag
0,idea fo bff birthdaaay,idea fo bff birthdaaay,idea fo bff birthdaaay,idea fo bff birthdaaay,4,idea fo bff birthdaaay
4,thank hope boy wear week,thank hope boy wear week,thank hope boy wear week,thank hope boy wear week,5,thank hope boy wear week
0,numb begin wear mouth hurt im hungri terribl combin,numb begin wear mouth hurt im hungri terribl combin,numb begin wear mouth hurt im hungri terribl combin,numb begin wear mouth hurt im hungri terribl combin,9,numb begin wear mouth hurt im hungri terribl combin
